MAE,Max_Error,MSE,d(%),MAPE(%),Explained_Variance,k
0.04042085196377134,0.15609989525232815,0.002397792587481262,61.98306558864349,9.791475270754638,1.0,1.0
0.013682377015898745,0.04954410493207162,0.00028768032662783416,23.57024058650417,3.323055449445711,1.0,2.0
0.007252308480768102,0.037523195215946825,8.019646091148724e-05,11.369176557440998,1.6871152574793902,1.0,3.0
0.0051086137321817325,0.021952290462618484,3.843849116797587e-05,6.1388861216593575,1.0821143586709865,1.0,4.0
0.004651545783216958,0.019808052411599886,3.2602749341121756e-05,4.576871277365074,0.9175376613920042,1.0,5.0
0.004365293170883855,0.019090749198654056,2.9536874554320127e-05,3.9850755786092438,0.8366723880527737,1.0,6.0
0.0043566808413474335,0.018746858414177114,2.9403132313718815e-05,3.896670645218285,0.8326031493301479,1.0,7.0
0.004301617672766227,0.01882992145031559,2.8921322068384972e-05,3.7547329149442032,0.8224610838336588,1.0,8.0
