explained_variance,max_error,mean_absolute_error,mean_squared_error,r2_score,mean_absolute_percentage_error,eval_eos_type,eval_eos_name
0.9999762773513794,0.008360267,0.0002657906,3.1868032e-07,0.9999762463237346,23264224.0,,
