explained_variance,max_error,mean_absolute_error,mean_squared_error,r2_score,mean_absolute_percentage_error,eval_eos_type,eval_eos_name
0.9999905228614807,0.0026454031,0.00017144147,1.2546614e-07,0.9999903419567759,17995496.0,Hadronic,SLY9
0.9999263882637024,0.008360267,0.00049493473,1.1190526e-06,0.999923004827458,18577592.0,Hybrid,"JJ(VQCD(APR)), intermediate"
0.9999839067459106,0.003983259,0.00023220236,2.1238219e-07,0.9999829853055056,21446958.0,Hybrid,KBH(QHC21_C)
0.9999774098396301,0.006025851,0.00022863393,3.0521358e-07,0.9999768632070324,15676209.0,Hybrid,OOS(DD2)-vect interaction 2 flavors
0.9999780058860779,0.0043461025,0.00025890872,2.8454164e-07,0.9999779129482338,28886498.0,Hybrid,KBH(QHC21_BT)
0.9999816417694092,0.006588489,0.0002192141,2.8090312e-07,0.9999806415987932,20664376.0,Hybrid,QHC19-C
0.9999732375144958,0.0049566627,0.00026795853,3.6095784e-07,0.9999725491763335,36491196.0,Hybrid,KBH(QHC21_CT)
0.9999959468841553,0.0020230561,0.00015698356,6.5030726e-08,0.9999958573027081,14579702.0,Hybrid,DS(CMF)-8 Hybrid
0.999988317489624,0.0034852624,0.00018819842,1.4274121e-07,0.9999879291605824,17581886.0,Hybrid,QHC19-B
0.9999780058860779,0.005738497,0.0002255999,2.863857e-07,0.9999774616837961,58791656.0,Hybrid,KBH(QHC21_DT)
0.9999875426292419,0.0028105527,0.00020435067,1.6789295e-07,0.9999870537498905,11651551.0,Hybrid,DS(CMF)-3 Hybrid
0.9999489188194275,0.006388724,0.0004105503,6.9166225e-07,0.9999456361892871,36045780.0,Hybrid,QHC18
0.9999799132347107,0.0048122704,0.00029259437,3.3007152e-07,0.9999779996541787,19456900.0,Hybrid,KBH(QHC21_B)
0.9999825358390808,0.00588277,0.00021267605,2.5394672e-07,0.9999817905486651,30008654.0,Hybrid,QHC19-D
0.9999563694000244,0.0073492527,0.00036646405,6.041846e-07,0.999954103648478,11193272.0,Hybrid,DS(CMF)-1 Hybrid
0.9999756813049316,0.0050805807,0.0002450515,3.481523e-07,0.9999745996406126,17221698.0,Hybrid,DS(CMF)-4 Hybrid
0.9999945163726807,0.0021961927,0.00016560804,8.9494215e-08,0.9999943330748082,16755639.0,Hybrid,DS(CMF)-5 Hybrid
0.999977707862854,0.005246192,0.00026731583,3.161378e-07,0.9999764074990459,18166032.0,Hybrid,KBH(QHC21_A)
0.9999738335609436,0.005534172,0.00031337762,3.7034036e-07,0.9999732340710674,16707843.0,Hybrid,DS(CMF)-2 Hybrid
0.9999948740005493,0.0026850104,0.0001387872,6.36863e-08,0.9999948117473978,10480986.0,Hybrid,DS(CMF)-6 Hybrid
0.9999923706054688,0.0031969845,0.00016347766,1.0842784e-07,0.9999921908804916,12043815.0,Hybrid,DS(CMF)-7 Hybrid
0.9999608397483826,0.005025953,0.0003745142,5.3739575e-07,0.9999591766873835,20223724.0,Hybrid,"JJ(VQCD(APR)), soft"
0.9999774694442749,0.004133135,0.00020416925,2.3124994e-07,0.9999773848555211,13081478.0,Hybrid,KBH(QHC21_AT)
0.9999825358390808,0.00551787,0.00021962388,2.5627057e-07,0.9999823230470504,19448880.0,Hybrid,OOS(DD2-FRG)-2 flavors
