explained_variance,max_error,mean_absolute_error,mean_squared_error,r2_score,mean_absolute_percentage_error,eval_eos_type,eval_eos_name
0.9999966621398926,0.033330917,0.0011488451,5.864994e-06,0.9999966110258933,8.977748e-05,,
