explained_variance,max_error,mean_absolute_error,mean_squared_error,r2_score,mean_absolute_percentage_error,eval_eos_type,eval_eos_name
0.9999974370002747,0.0029264092,0.0002188446,1.7232138e-07,0.999997272479077,0.0002307374,Hadronic,SLY9
0.9999794363975525,0.007730305,0.00056858454,1.411847e-06,0.999975279725202,0.0005788429,Hybrid,"JJ(VQCD(APR)), intermediate"
0.9999944567680359,0.004858613,0.00031140953,3.9472678e-07,0.9999930656039425,0.0003272876,Hybrid,KBH(QHC21_C)
0.9999912977218628,0.0047028065,0.0003117319,5.1610976e-07,0.999990173435384,0.00031952487,Hybrid,OOS(DD2)-vect interaction 2 flavors
0.9999915957450867,0.0054700375,0.00030638534,4.497245e-07,0.999991237168676,0.00031348164,Hybrid,KBH(QHC21_BT)
0.9999955296516418,0.00590384,0.00028046305,3.3823915e-07,0.9999947998377163,0.00029803903,Hybrid,QHC19-C
0.9999925494194031,0.0047655106,0.00031203398,4.5242362e-07,0.9999917830135835,0.00032258115,Hybrid,KBH(QHC21_CT)
0.9999988675117493,0.0024513006,0.0001660672,7.313879e-08,0.999998828533567,0.00017110826,Hybrid,DS(CMF)-8 Hybrid
0.999996542930603,0.0033233166,0.00023835771,2.1930713e-07,0.9999958831009532,0.00024812293,Hybrid,QHC19-B
0.9999932050704956,0.006542921,0.0002766754,3.971042e-07,0.9999924982051447,0.0002870968,Hybrid,KBH(QHC21_DT)
0.9999944567680359,0.0036270618,0.00028945482,3.32799e-07,0.9999933658705166,0.000283413,Hybrid,DS(CMF)-3 Hybrid
0.9999861717224121,0.006874323,0.0005729797,1.1208101e-06,0.9999835011403991,0.00059219025,Hybrid,QHC18
0.9999935030937195,0.005633831,0.00037575208,5.5489204e-07,0.9999916532336447,0.00039223343,Hybrid,KBH(QHC21_B)
0.9999951720237732,0.005354941,0.00028867164,3.4843146e-07,0.9999944827090086,0.00030311118,Hybrid,QHC19-D
0.9999844431877136,0.006484151,0.0004925189,9.2592575e-07,0.9999817086123088,0.00048560594,Hybrid,DS(CMF)-1 Hybrid
0.9999937415122986,0.005384803,0.00028070857,4.1030953e-07,0.9999928724589806,0.00028204892,Hybrid,DS(CMF)-4 Hybrid
0.9999986290931702,0.0022559762,0.00017438276,9.373094e-08,0.9999985259748088,0.0001775837,Hybrid,DS(CMF)-5 Hybrid
0.9999922513961792,0.0061029196,0.00037159873,5.896252e-07,0.999990310395128,0.00038400528,Hybrid,KBH(QHC21_A)
0.9999891519546509,0.006085038,0.0004136373,6.284376e-07,0.9999874793429255,0.0004156784,Hybrid,DS(CMF)-2 Hybrid
0.9999988675117493,0.001773715,0.000139193,6.0957454e-08,0.999998713690734,0.00013928136,Hybrid,DS(CMF)-6 Hybrid
0.9999985098838806,0.0020012856,0.00016234361,8.93746e-08,0.9999983254140344,0.00016266548,Hybrid,DS(CMF)-7 Hybrid
0.9999895095825195,0.005830765,0.00043614523,7.2382676e-07,0.9999863697769004,0.00045119264,Hybrid,"JJ(VQCD(APR)), soft"
0.9999902844429016,0.0046322346,0.00025412027,3.8465902e-07,0.999989684416213,0.00025711357,Hybrid,KBH(QHC21_AT)
0.9999943971633911,0.0055314302,0.0002946492,4.1216492e-07,0.9999938691336405,0.00030407557,Hybrid,OOS(DD2-FRG)-2 flavors
